Job ID	HSV_H	HSV_S	HSV_V	GPU	Best Epoch	Top-1 Accuracy
40	0.005,	0.0,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
82	0.01,	0.1,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
98	0.01,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
260	0.035,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
291	0.04,	0.0,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
303	0.04,	0.2,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
175	0.02,	0.5,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
33	0.0,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
310	0.04,	0.30000000000000004,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
181	0.025,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
54	0.005,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
2	0.0,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
266	0.035,	0.2,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
224	0.03,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
277	0.035,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
205	0.025,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
78	0.01,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
281	0.035,	0.4,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
102	0.01,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
18	0.0,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
190	0.025,	0.1,	0.4,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
248	0.03,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
197	0.025,	0.2,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
254	0.035,	0.0,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
